date,open,high,low,close,volume
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18236.94,1111.109
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18235.30,1111.426
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18235.29,1111.588
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18235.29,1111.703
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18236.95,1111.822
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18237.00,1112.595
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18236.99,1112.650
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18237.00,1112.653
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18237.00,1112.731
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18238.67,1114.640
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18239.76,1114.981
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18241.57,1115.831
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18243.62,1116.335
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18241.89,1116.511
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18241.59,1117.559
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18241.59,1117.833
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18241.10,1119.627
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18242.73,1119.817
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18242.23,1119.940
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18242.24,1120.044
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18242.08,1120.095
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18241.94,1120.101
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18239.85,1121.302
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18239.63,1123.859
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18242.00,1125.006
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18242.00,1125.193
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18241.96,1125.504
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18240.91,1126.092
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18241.22,1126.691
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18241.96,1126.857
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18241.30,1126.928
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18240.68,1127.888
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18239.99,1128.139
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18240.00,1128.252
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18240.00,1128.259
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18239.99,1128.325
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18240.00,1128.335
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18238.02,1132.754
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18239.69,1133.816
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18239.68,1133.934
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18239.69,1134.220
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18239.68,1134.345
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18239.69,1134.367
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18239.69,1134.378
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18239.68,1134.397
2020-12-09 16:00:00,18194.01,18254.25,18194.01,18239.68,1134.578
